Plant,pH,TDS,Turbidity,Fertilizer,Dosage,Supplements,pH_Adjustment
Lettuce,5.819264715835369,659.1649011212806,1.9556102074301267,General Hydroponics Flora Series,1.4463242112485286,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.43653690972731,595.8711879522629,1.884495964770636,General Hydroponics Flora Series,1.1992619850055426,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,5.900261660920109,657.2592077941721,1.803798092844655,General Hydroponics Flora Series,1.0598148937207719,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.0348432143202295,802.3331723751277,0.521900530844509,General Hydroponics Flora Series,1.2873589415635378,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.3041270861826355,750.7452993873169,0.26910670354911526,General Hydroponics Flora Series,1.354993440501754,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,6.365380983583096,654.1180442142747,0.8909048242842486,General Hydroponics Flora Series,1.2526448161334696,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.107177370449147,786.4844491174129,0.23631443962528698,General Hydroponics Flora Series,1.0679543386915724,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.3494838479724685,932.8979524847326,1.8194305024300095,General Hydroponics Flora Series,1.2847401432576637,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.882351953845581,635.7953240936678,1.0887428387755818,General Hydroponics Flora Series,1.265655360863383,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.3661746933336945,753.2686967394942,0.7356966451298256,General Hydroponics Flora Series,1.294053558496201,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.890405717410367,504.6479064953221,0.7200112642360462,General Hydroponics Flora Series,1.2341151974816642,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.938930986989462,746.0953582944283,1.3083415536469871,General Hydroponics Flora Series,1.1965470343905191,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,6.0082736156492835,686.8635030077581,0.00393937579773751,General Hydroponics Flora Series,1.271400049409209,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.424964170059933,897.6341770149239,1.0654825303038922,General Hydroponics Flora Series,1.1657858287394618,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,5.851558190326514,645.9897070449896,0.9368310376764737,General Hydroponics Flora Series,1.2153725105945528,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.326491928471645,842.3511639771573,0.4546574620051387,General Hydroponics Flora Series,1.3066198544097738,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.305491137428841,712.0361174327523,0.6901932257901963,General Hydroponics Flora Series,1.5852731490654721,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.344754410602056,759.6079928230064,1.1734206801834037,General Hydroponics Flora Series,1.0499231606792825,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.056913653175571,535.1919202197539,0.2091365856683869,General Hydroponics Flora Series,1.0387284128810348,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.351876195213205,536.9757681103066,1.9572771495458923,General Hydroponics Flora Series,1.2128551000071082,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,5.724935395477606,669.2492984687384,0.5994837478526012,General Hydroponics Flora Series,1.263391902231801,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.435695282521651,770.381607501939,0.9437009477585541,General Hydroponics Flora Series,1.033086764090947,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.679453837138357,653.6737275733403,1.6852375479446948,General Hydroponics Flora Series,1.166549876415905,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.845513380688599,756.7086970233742,1.1739125825043228,General Hydroponics Flora Series,1.365135098647949,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.365102976071677,606.7210709179031,0.5842258646315606,General Hydroponics Flora Series,1.2774634053429337,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.715185334191354,576.881714507639,0.5842394359221348,General Hydroponics Flora Series,1.069980715840656,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.404104755865439,594.2400071249963,0.323240769975081,General Hydroponics Flora Series,1.2010233061019586,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.118202126452635,611.7113002945164,0.27057003415826847,General Hydroponics Flora Series,1.2126094827824028,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.502080852807133,500.0,1.2562194178775896,General Hydroponics Flora Series,1.2588317206484576,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,6.3639040106134415,834.2580058762697,0.568580363015926,General Hydroponics Flora Series,1.1535470251355031,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.594675032928835,718.7602155988366,0.74362952463345,General Hydroponics Flora Series,1.230729952087661,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.3454184458969,713.9618647150091,0.20653482275625656,General Hydroponics Flora Series,1.0779429895718144,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.232876720096552,765.3026764695641,2.0265979210047353,General Hydroponics Flora Series,1.2813509636000637,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.498486250118511,907.6291126483785,0.9626597853217632,General Hydroponics Flora Series,1.2853974711067855,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,5.575670921977987,800.4926479606253,0.20197254657081076,General Hydroponics Flora Series,1.2595157025436914,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.372821796525514,565.8986992325773,0.7405572093007513,General Hydroponics Flora Series,1.2667056103469791,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.3047790544333,517.8215377024221,1.183864556088713,General Hydroponics Flora Series,1.1852942618497861,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.973683280847164,728.5668434097286,0.19932268272515968,General Hydroponics Flora Series,1.2203822727527467,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.032243190990892,617.0014461661634,0.019008717033312333,General Hydroponics Flora Series,1.1786552848288152,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.216682067512176,715.8969070269958,0.7119754982699218,General Hydroponics Flora Series,1.1951804514464186,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.722687219116306,746.1812403978472,1.2766685745407556,General Hydroponics Flora Series,1.240171172209894,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.7996426191856365,901.5581865288954,0.5419171545844181,General Hydroponics Flora Series,1.205435057793857,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.45373433567246,659.4968623890685,1.56596150531337,General Hydroponics Flora Series,1.2183342005738351,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.523259993215556,736.3006057339348,1.6102530763386453,General Hydroponics Flora Series,1.2784006410914168,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.536294627413022,704.8749320308158,0.7750556512075375,General Hydroponics Flora Series,1.3876170839215887,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.9579202195922205,935.5284680609086,1.5095109357802423,General Hydroponics Flora Series,1.1867700556057537,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.601951913644665,525.7436624192626,0.0,General Hydroponics Flora Series,1.3353872374165412,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,5.979461477551457,705.6639166115316,1.6549316766045046,General Hydroponics Flora Series,1.1944515041702326,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.36577111619869,792.310341932896,1.9094222522764124,General Hydroponics Flora Series,1.2622849932347497,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.676826112201722,649.7138172399391,2.120191417339538,General Hydroponics Flora Series,1.3541370996918183,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.168393113137345,603.3635892451821,1.5790058279983645,General Hydroponics Flora Series,1.2067518481410109,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.847830189322054,690.1531882370132,2.051116240093586,General Hydroponics Flora Series,1.2877825168480113,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.9246490588788285,500.0,0.0,General Hydroponics Flora Series,0.9960767822239899,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.306815795285199,790.9560948529377,1.2242884536656378,General Hydroponics Flora Series,1.2330700557063932,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.108844135786612,595.6258047704688,1.9299883401108502,General Hydroponics Flora Series,1.1967305251905906,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.968035832682578,644.52008540499,1.0465513276640293,General Hydroponics Flora Series,1.2487673274923294,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.648522074056754,861.5054063254678,0.8418717568512566,General Hydroponics Flora Series,1.1207127167737656,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.390192710430242,565.6834270606463,0.252766542806061,General Hydroponics Flora Series,0.9717197509959201,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,6.050449727030848,592.40539022893,1.5763551878799194,General Hydroponics Flora Series,1.1779030400466777,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.196745312525557,646.7073113950619,0.8438703873928739,General Hydroponics Flora Series,1.1689275735382805,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.984225032180926,720.634735971635,2.1107180379585606,General Hydroponics Flora Series,1.3119574911434577,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.445070841943932,594.8212743318602,1.0278535083979645,General Hydroponics Flora Series,1.1952209122626463,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,6.159507492597691,707.3694176539776,0.6534001760925058,General Hydroponics Flora Series,1.3479944138890025,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.498819376312718,868.5936500055714,1.0960683980822754,General Hydroponics Flora Series,1.1331598031696732,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,5.583368781634807,797.1537512419054,1.0114280955134582,General Hydroponics Flora Series,1.1512874616235302,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.186015119718863,708.290867389794,0.4247978443861381,General Hydroponics Flora Series,1.1915091167504168,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,6.465690563418857,691.0246553859432,0.5356721151757249,General Hydroponics Flora Series,1.275138712337179,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.958701288815985,538.1894738620061,1.5949373363412156,General Hydroponics Flora Series,0.9259045155540298,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.870128224170555,500.0,1.208024125153802,General Hydroponics Flora Series,1.0788983800237544,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.912195696772309,650.5356997738156,0.8944743773535297,General Hydroponics Flora Series,1.2771638149301336,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.2110531660439525,671.7367941897451,0.8979110029687989,General Hydroponics Flora Series,1.1396014813284179,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.535949272696788,768.758668033905,0.10902235086043512,General Hydroponics Flora Series,1.211372946021298,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,6.37415774033555,574.3572015313422,0.3852668571106916,General Hydroponics Flora Series,1.4075400798645439,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.8088059639086005,935.7213947439002,0.6496076107484631,General Hydroponics Flora Series,0.9769670092374111,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.866763348916975,747.420573568464,1.171321896421656,General Hydroponics Flora Series,0.9788864690992114,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.439510986988663,791.680306302882,0.05883473866778774,General Hydroponics Flora Series,1.1599627126832446,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.330398440281995,758.4424302900175,0.9750500040445942,General Hydroponics Flora Series,1.1150155630535208,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.05044340230639,808.5084099250417,0.0,General Hydroponics Flora Series,1.2829138684585268,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.267282317613339,500.0,1.604045931453814,General Hydroponics Flora Series,1.2377300493044852,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.006432059490861,863.0910141349422,1.113629457206445,General Hydroponics Flora Series,1.22809643209182,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.489951943723064,760.4517918533174,1.9477742539380682,General Hydroponics Flora Series,1.1944415329089544,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,5.612782159182049,728.835896459729,1.3682100814761478,General Hydroponics Flora Series,1.2590274619061788,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.7989042804723026,892.5688222232493,0.6237154111564022,General Hydroponics Flora Series,1.1488784323568815,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,6.942105235116512,871.5544503246768,0.7840613775453537,General Hydroponics Flora Series,1.1866599142108456,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,5.632776366593867,619.3132984208662,0.17389816280158865,General Hydroponics Flora Series,1.2073317967188404,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.545792990839841,631.0733800417619,1.2499186946701188,General Hydroponics Flora Series,1.185096333327047,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.630200080464488,769.1636128483962,1.207642117998165,General Hydroponics Flora Series,1.3126565029547757,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.353272342423281,729.3368983597094,0.3562117572509378,General Hydroponics Flora Series,1.2158255980953367,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,6.135001969473614,564.3453724763654,1.3851885394223082,General Hydroponics Flora Series,1.1453141058759608,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.814266121656153,500.0,0.7140069355414442,General Hydroponics Flora Series,1.0759359922312428,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.778137992364654,525.6856001015119,0.1417410918973765,General Hydroponics Flora Series,1.3752270443423622,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.507542120541611,606.721090715249,1.2910504370028892,General Hydroponics Flora Series,1.1271684850052113,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.066988690342773,614.4564066940137,0.0,General Hydroponics Flora Series,1.2712998430172389,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.646371793790363,653.3637642336357,1.773813312247313,General Hydroponics Flora Series,1.0992910635693738,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.770210899864245,516.9700068345534,1.9774770408836198,General Hydroponics Flora Series,1.1815097863557011,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.580596863394873,500.0,0.6701171807200612,General Hydroponics Flora Series,1.0586975654658222,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Lettuce,5.951615145631764,704.9018994515152,0.7632692409088435,General Hydroponics Flora Series,1.239913611435207,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.301324961320598,831.0851562563356,2.2201523614747973,General Hydroponics Flora Series,1.2672257284413773,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.761574472046281,633.7778712765578,1.5619085375367259,General Hydroponics Flora Series,1.1221695274597687,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.192472079352202,871.1900313678898,0.636616974908273,General Hydroponics Flora Series,1.271759157979305,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Up
Lettuce,6.380947750569977,716.0670544875203,0.35508654620947633,General Hydroponics Flora Series,1.301437006501813,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.752094069386804,579.063203910544,0.7679384325247784,General Hydroponics Flora Series,1.2198558362896292,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.918505460244208,500.0,0.5834165774884865,General Hydroponics Flora Series,1.305364179660784,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.08546880168644,711.1977922706445,1.448855703591568,General Hydroponics Flora Series,1.0480820017013823,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,5.781280478741386,628.6649067037574,1.186687999734386,General Hydroponics Flora Series,1.377080063563551,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.288349920450158,735.011165746104,0.27524787942586126,General Hydroponics Flora Series,1.292948250734477,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.075343981049078,723.1399008982753,0.21870434683991907,General Hydroponics Flora Series,1.0664655641289897,"Cal-Mag Plus, FloraNova Grow",No pH adjustment needed
Lettuce,6.630199558557329,871.2439532860483,1.522373434015611,General Hydroponics Flora Series,1.2632941633793464,"Cal-Mag Plus, FloraNova Grow",General Hydroponics pH Down
Tomato,6.075348607469657,1885.3085965374758,2.0296517834323686,Advanced Nutrients pH Perfect,1.672325142417969,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.504816243891459,1449.9593174335985,1.6206544220007084,Advanced Nutrients pH Perfect,1.7919584226291008,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Down
Tomato,6.363773553923267,2023.8834649403327,1.5709317028148915,Advanced Nutrients pH Perfect,1.769082787653136,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.5247477509798495,2875.7049014260624,0.7622640068649568,Advanced Nutrients pH Perfect,1.6070315403685842,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.344133218012815,2158.3433357196905,1.268239550729103,Advanced Nutrients pH Perfect,1.9065480375065351,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.683701888631187,3009.1016161116854,1.89389670556668,Advanced Nutrients pH Perfect,1.5515388420914187,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Down
Tomato,6.038404958938215,3380.0603875030815,2.284081367544733,Advanced Nutrients pH Perfect,1.7477139972846731,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.537553967151603,1526.9044417931102,0.322508655060041,Advanced Nutrients pH Perfect,1.6792604168353626,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.376511762388387,1836.9342800940838,1.890029625969964,Advanced Nutrients pH Perfect,1.8674819492166603,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.346831972087434,1912.8821425721296,1.6683451847424844,Advanced Nutrients pH Perfect,1.8073962964073569,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.549050606544205,1981.9226921581235,0.65697737388648,Advanced Nutrients pH Perfect,1.7429253706250525,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.054978470787836,1652.8193970210511,2.1031415229877775,Advanced Nutrients pH Perfect,1.8937838301566645,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.957528469740934,1553.352202541687,1.8120948034057418,Advanced Nutrients pH Perfect,1.8334456789987026,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.8055325836475165,2431.066448236308,0.3507936871346562,Advanced Nutrients pH Perfect,1.7049316208594674,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.892353475271537,1592.5758485699505,0.4370818246850723,Advanced Nutrients pH Perfect,1.9188393273448083,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.24536153808409,2530.874733571717,1.3214826783174871,Advanced Nutrients pH Perfect,1.8462548552647542,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.54272642259463,3125.322048485279,1.5302386072346819,Advanced Nutrients pH Perfect,1.9169295590445674,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Down
Tomato,6.044546704495724,2897.34904434312,0.17930214637007416,Advanced Nutrients pH Perfect,1.8494955517561527,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.356186837723042,3152.125428526873,0.7429642393256886,Advanced Nutrients pH Perfect,1.874625356602722,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.187321812438599,2493.831321670074,1.667295261261656,Advanced Nutrients pH Perfect,1.8047954050283106,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.752585443128581,2747.9149748711216,2.078782560991989,Advanced Nutrients pH Perfect,1.697348470058894,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.4713242279296015,2635.338236106852,0.765186567263527,Advanced Nutrients pH Perfect,1.7474194612687044,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Up
Tomato,5.83769172230567,1439.8844321035954,0.5361805329604428,Advanced Nutrients pH Perfect,1.988115706944059,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.5276527906335025,3476.187418182453,0.9820898714161381,Advanced Nutrients pH Perfect,1.8987308899256625,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.464708733054582,1660.2459286212843,1.4910388397411585,Advanced Nutrients pH Perfect,1.7900824136220617,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Up
Tomato,6.099305024678191,2720.2477732514467,0.6530144098433404,Advanced Nutrients pH Perfect,1.7330878918887358,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.514703847205998,2880.229916448171,0.8055977567230631,Advanced Nutrients pH Perfect,1.8456753219153785,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.082048089135442,3206.369355336362,1.7718883353835044,Advanced Nutrients pH Perfect,1.8491404567019498,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.846243891100696,1826.4412401121099,0.2423399942762322,Advanced Nutrients pH Perfect,1.6569224897881951,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.4372879300164625,2721.715167688373,0.4826070409109197,Advanced Nutrients pH Perfect,1.7974610953615513,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Up
Tomato,5.255666323097414,2300.277934068468,1.1170377011644135,Advanced Nutrients pH Perfect,1.8425457561784966,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Up
Tomato,6.227186608370557,1442.870583034238,1.4414191508827492,Advanced Nutrients pH Perfect,1.7977396910555181,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.2441415321336144,2371.0887484800905,0.0,Advanced Nutrients pH Perfect,1.7318015752002203,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.572285165790693,1458.7515662839335,0.9916230998649957,Advanced Nutrients pH Perfect,1.8623309806654604,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,5.9800213315620105,1844.1767910353233,0.22106175465283534,Advanced Nutrients pH Perfect,1.7353063222294427,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.093167864636902,3337.9361580452573,1.4510805375079483,Advanced Nutrients pH Perfect,1.8950145470998832,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.664490530595543,2369.659475834695,1.1568717896701604,Advanced Nutrients pH Perfect,1.751611416594568,"Cal-Mag Plus, Big Bud, B-52",General Hydroponics pH Down
Tomato,6.16546831721817,1807.4195496972711,2.0754678212078437,Advanced Nutrients pH Perfect,1.91293244375395,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
Tomato,6.005796412086779,2578.266589640852,1.561107151090611,Advanced Nutrients pH Perfect,1.6977207434801596,"Cal-Mag Plus, Big Bud, B-52",No pH adjustment needed
